timestamp, lastAccessTime, proximity, UUID ,
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
1.49815E+12,1.49815E+12,0,,903d185fccf839df
